speed_kph,accel_g,brake_ratio,engine_temp,label
60.01845230036224,41.15732009435277,0.13221712155883217,88.96153385255312,0
64.48118306262705,36.248831424238325,0.37712254082915836,90.8681094814336,0
55.88793216956674,34.282151880209945,0.29412565714873884,84.87737202808897,0
46.64112241864089,27.461124273265135,0.12676214224449192,88.40283783815595,0
53.17993822242416,24.953921472999298,0.3245308465201548,89.9470728816272,0
45.125301675053066,27.519780526531143,0.20514814155664934,93.88286325339284,0
60.90215403896158,30.714564898212362,0.31142474571867595,85.99019737820687,0
80.10322868331801,35.31909544058625,0.4674445243215268,83.07824962457114,0
52.61690222173006,34.29739296608456,0.06910344814688998,82.13127551896179,0
50.6928765027009,27.08665302700137,0.10043719886578438,84.94546117243223,0
67.34763075277797,30.753610027468667,0.09621111443814097,76.70592558112347,0
65.35330512240091,33.981215665947815,0.11220687906438437,80.0229920151973,0
61.58121373496848,13.85948954761718,0.1067809790485575,88.88789336667422,0
46.042979329376934,22.42967666616436,0.1189634898218131,95.708384772562,0
59.5612226630509,22.125677841271383,0.23813157367482926,92.4316158162467,0
70.42954791687431,28.079635660729025,0.35478410441855235,82.35678641250703,0
39.83678179072377,27.366778385091585,0.3320913381577996,91.66899201338268,0
53.13576358439673,27.54696972377849,0.0777923627873526,87.26300916785561,0
31.481658902987338,21.401887506768865,0.19678133093702954,82.87708521305143,0
40.65693390322536,36.8600790520059,0.09295287729274433,92.24546912173399,0
32.37397443312402,32.914253926933206,0.2543607265932711,90.13976109099133,0
56.47363303387978,13.711483439265486,0.1023720967466012,90.07818554966947,0
111.6029458524649,30.27512510881246,4.780462764135997,88.46396388274586,1
105.3857908203097,18.88143306607421,8.457958433260663,90.5039551851759,1
62.351266299363374,47.17018619799197,0.14552711446700564,84.05053811112211,0
57.196035830550684,25.593354858757053,0.12047050305518801,84.02597602676742,0
22.248604337692306,26.21396086732838,0.04135742833098792,82.54421944213837,0
51.91960656230045,30.99301667428663,0.23368196241700936,90.11000470993004,0
59.27248581898392,28.15622292809721,0.12777811321531407,87.98001655365843,0
61.699634790049615,29.57488407315276,0.15816554918927778,90.51888384410084,0
37.04796351741909,45.63402063840735,0.2984166586531523,83.90737746327113,0
52.83370085949104,32.42300744394994,0.08424110322829581,84.17091592038966,0
45.32221382915041,38.51418308230366,0.6399807619303912,85.50097300214468,0
47.86744140861601,41.4385572003526,0.23373452488781893,85.66280287910966,0
75.91347935079118,20.421403535329937,0.16789202536292708,84.4073671255901,0
47.88697987002155,47.061531353878905,0.0704722966350411,92.79818059419401,0
59.51217442581719,37.05330295496833,0.17736386709148796,86.53658751062294,0
73.2658480107476,39.74407955943358,0.03501791009287148,72.34160050593853,0
51.24599350885047,21.540363398906194,0.17703879195060868,82.47552617646913,0
58.3244707562376,38.348995203750064,0.10411123274719958,86.85758948433984,0
61.65696214874221,34.31111851055957,0.14279910400487267,86.38281412269275,0
60.95672661382593,24.806928025412258,0.27850450241399544,85.89605383713776,0
41.624162603734604,53.00810472944468,0.03530219916163187,84.5117914297785,0
61.142103455655125,35.84877827370659,0.14149289612046026,93.30447713748204,0
80.38235132612306,27.78825312630581,0.3412768676488422,81.55185355634433,0
36.79282982807277,32.12339203672469,0.08780794953340733,89.46365935566703,0
72.89074032032397,39.28718274989915,0.23086852956367818,90.36227449493607,0
61.79031038544872,41.488683029534144,0.3756889760345904,90.56842428538295,0
50.37794408839168,36.004092223164896,0.057540830200136055,96.75311058413008,0
90.00624819513635,42.36123357163544,0.347162779384633,81.20429936087957,0
71.43389568127068,44.89165104900239,0.1975927173308672,82.41063451835265,0
84.41170964825145,17.843816846345394,5.6313202328571,87.61655732264538,1
